"","DE_Incr_ARHGEF10_cntrl","DE_decr_ARGHEF10_cntrl","FC_incr_ARHGEF10_cntrl","FC_decr_ARGHEF10_cntrl","MiaPACA2_EV","MiaPACA2_EV.Detection_Pval","MiaPACA2_ARHGEF10","MiaPACA2_ARHGEF10.Detection_Pval","Hs766T_shGFP","Hs766T_shGFP.Detection_Pval","Hs766T_shARHGEF10","Hs766T_shARHGEF10.Detection_Pval","Symbol","n"
"NPW",302.6,-1720.5,1.25084970571168,0.341536224118795,1206.3,0,1508.9,0,2612.9,0,892.4,0,"NPW",1
"NPY",140.9,-165.1,2.28793418647166,0.450033311125916,109.4,0.50345,250.3,0.93103,300.2,0.53103,135.1,0.25172,"NPY",1
"NPY1R",156.3,-315,2.32233502538071,0.302480070859167,118.2,0.1069,274.5,0.50345,451.6,0.01034,136.6,0.21724,"NPY1R",1
"NPY2R",185.9,-186.8,2.70238095238095,0.416614615865084,109.2,0.51379,295.1,0.18621,320.2,0.25172,133.4,0.28621,"NPY2R",1
"NPY5R",170.45,-196.25,2.53905191873589,0.383636934673367,110.75,0.463795,281.2,0.39655,318.4,0.27069,122.15,0.58793,"NPY5R",2
"NPY6R",144.1,-202.7,2.2640350877193,0.390925480769231,114,0.23103,258.1,0.83448,332.8,0.15172,130.1,0.33448,"NPY6R",1
"NQO1",12305.5,-13506.7,2.06002394755657,0.429621731189493,11608.7,0,23914.2,0,23680.25,0,10173.55,0.122415,"NQO1",2
"NQO2",11595.6,-7215.9,8.11473800466315,0.104160200623223,1629.8,0,13225.4,0,8054.9,0,839,0,"NQO2",1
"NR0B1",155.9,-130.7,2.3393470790378,0.54156436338127,116.4,0.15172,272.3,0.54828,285.1,0.75172,154.4,0.02759,"NR0B1",1
"NR0B2",155.1,-241.5,2.47433460076046,0.32258064516129,105.2,0.75862,260.3,0.80345,356.5,0.04483,115,0.89655,"NR0B2",1
"NR1D1",1868.8,-3844.6,12.4160048869884,0.0747497112052368,163.7,0,2032.5,0,4155.2,0,310.6,0,"NR1D1",1
"NR1D2",7970.1,-7113.2,10.81539408867,0.145930888744807,812,0,8782.1,0,8328.6,0,1215.4,0,"NR1D2",1
"NR1H2",3134.2,-6646.5,14.3768672641912,0.123407454300863,234.3,0,3368.5,0,7582.2,0,935.7,0,"NR1H2",1
"NR1H3",8257.8,-9867.9,10.605443759451,0.258442924776433,859.7,0,9117.5,0,13307,0,3439.1,0,"NR1H3",1
"NR1H4",171.3,-239.8,2.75332650972364,0.383389046027256,97.7,0.96897,269,0.6069,388.9,0.01379,149.1,0.05517,"NR1H4",1
"NR1I2",163.333333333333,-204.466666666667,2.35621367284805,0.379338257614085,120.433333333333,0.263216666666667,283.766666666667,0.385056666666667,329.433333333333,0.28391,124.966666666667,0.534483333333333,"NR1I2",3
"NR1I3",161.4,-188.7,2.59171597633136,0.405294673810274,101.4,0.9,262.8,0.71724,317.3,0.39138,128.6,0.41379,"NR1I3",2
"NR2C1",6724.675,-6877.775,8.02481000757358,0.193868252103155,957.275,0,7681.95,0,8531.825,0,1654.05,0,"NR2C1",4
"NR2C2",2630.95,-3919.75,14.5685920577617,0.0852712273782715,193.9,0.01207,2824.85,0,4285.15,0,365.4,0.027585,"NR2C2",2
"NR2C2AP",7122.2,-6229,7.86874336965956,0.250042139228009,1036.9,0,8159.1,0,8305.8,0,2076.8,0,"NR2C2AP",1
"NR2E1",194.7,-180.2,2.65561224489796,0.401129943502825,117.6,0.298275,312.3,0.081035,300.9,0.551725,120.7,0.656895,"NR2E1",2
"NR2E3",190.433333333333,-308.7,2.89109566368752,0.273362102785406,100.7,0.851726666666667,291.133333333333,0.244823333333333,424.833333333333,0.42529,116.133333333333,0.783906666666667,"NR2E3",3
"NR2F1",21607.6,-18291.5,7.07193840274265,0.13821777886663,3558.6,0,25166.2,0,21225.2,0,2933.7,0,"NR2F1",1
"NR2F2",6570.15,-7652.9,4.12084075525472,0.14883607122599,2105.25,0,8675.4,0,8991.1,0,1338.2,0.027585,"NR2F2",2
"NR2F6",9283.9,-4803.9,10.2432297889287,0.262934208911256,1004.4,0,10288.3,0,6517.6,0,1713.7,0,"NR2F6",1
"NR3C1",4286.53333333333,-6488.1,19.5886094246892,0.0554336960003106,230.6,0.289656666666667,4517.13333333333,0.22184,6868.86666666667,0.105746666666667,380.766666666667,0.196553333333333,"NR3C1",3
"NR3C2",167.4,-731.5,2.29416312330885,0.301770629504128,129.35,0.110345,296.75,0.481035,1047.65,0.00345,316.15,0.00862,"NR3C2",2
"NR4A1",9038.53333333333,-571.733333333333,5.75612151827685,0.265910549967901,1900.4,0,10938.9333333333,0,778.833333333333,0.00804666666666667,207.1,0.00804666666666667,"NR4A1",3
"NR4A2",2717.7,-3666.9,19.4689092762487,0.0495950236506188,147.15,0.03276,2864.85,0,3858.25,0,191.35,0.00345,"NR4A2",2
"NR4A3",3340.18,-401.24,16.7793839758125,0.250382991443411,211.68,0.186208,3551.86,0,535.26,0.153104,134.02,0.386206,"NR4A3",5
"NR5A1",163.1,-162.5,2.62937062937063,0.442155853072434,100.1,0.93103,263.2,0.71379,291.3,0.65172,128.8,0.35862,"NR5A1",1
"NR5A2",1078.26666666667,-300.566666666667,7.58014646053702,0.303652791721368,163.866666666667,0.05747,1242.13333333333,0,431.633333333333,0.05977,131.066666666667,0.436783333333333,"NR5A2",3
"NR6A1",606.15,-601.2,5.07769929364278,0.229230769230769,148.65,0.05,754.8,0,780,0,178.8,0.17414,"NR6A1",2
"NRAP",204.9,-174,2.79973649538867,0.439161966156326,113.85,0.243105,318.75,0.04828,310.25,0.35862,136.25,0.218965,"NRAP",2
"NRARP",5005.9,-315.2,11.7909032118991,0.338787497377806,463.9,0,5469.8,0,476.7,0.0069,161.5,0.01724,"NRARP",1
"NRAS",7473.6,-10606.9,36.8446043165468,0.0246887470805672,208.5,0,7682.1,0,10875.4,0,268.5,0,"NRAS",1
"NRBF2",946.2,-248.7,8.5696,0.358193548387097,125,0.01724,1071.2,0,387.5,0.01379,138.8,0.16897,"NRBF2",1
"NRBP1",9867.4,-8453,13.7436394162469,0.104365331638059,774.3,0,10641.7,0,9438,0,985,0,"NRBP1",1
"NRBP2",7068,-7220.6,3.82697384209263,0.423633838343524,2500.2,0,9568.2,0,12527.8,0,5307.2,0,"NRBP2",1
"NRCAM",309.75,-3545.95,3.69347826086957,0.117560690333097,115,0.1931,424.75,0.006895,4018.35,0,472.4,0,"NRCAM",2
"NRD1",13396.9,-12931.9,7.74940803063127,0.138545268024274,1984.9,0,15381.8,0,15011.7,0,2079.8,0,"NRD1",1
